Seconds	CHNL0_Start	CHNL0_End	CHNL1_Start	CHNL1_End
0.150000	0	4651169	0	2952252
0.300000	0	4651427	0	2952203
0.450000	0	4651437	0	2952122
0.600000	0	4651460	0	2952108
0.750000	0	4651638	0	2951886
0.900000	0	4651684	0	2952207
1.050000	0	4651474	0	2952358
1.200000	0	4651529	0	2952121
1.350000	0	4651529	0	2952214
1.500000	0	4651571	0	2952017
1.650000	0	4651427	0	2951929
1.800000	0	4651674	0	2952215
1.950000	0	4651553	0	2951994
2.100000	0	4651527	0	2952369
2.250000	0	4651476	0	2952339
2.400000	0	4651620	0	2952068
2.550000	0	4651586	0	2952249
2.700000	0	4651420	0	2951995
2.850000	0	4651474	0	2952084
3.000000	0	4651543	0	2952283
3.150000	0	4651613	0	2951894
3.300000	0	4651762	0	2952151
3.450000	0	4651583	0	2952228
3.600000	0	4651418	0	2952370
3.750000	0	4651781	0	2952210
3.900000	0	4651536	0	2952361
4.050000	0	4651456	0	2952213
4.200000	0	4651642	0	2952083
4.350000	0	4651603	0	2952270
4.500000	0	4651491	0	2952062
4.650000	0	4651551	0	2952396
4.800000	0	4651507	0	2952050
4.950000	0	4651487	0	2952134
5.100000	0	4651379	0	2952414
5.250000	0	4651415	0	2952104
5.400000	0	4651602	0	2952310
5.550000	0	4651431	0	2952251
5.700000	0	4651428	0	2951892
5.850000	0	4651598	0	2952310
6.000000	0	4651505	0	2952267
6.150000	0	4651411	0	2952262
6.300000	0	4651576	0	2952489
6.450000	0	4651592	0	2952544
6.600000	0	4651472	0	2952335
6.750000	0	4651579	0	2951963
6.900000	0	4651707	0	2952017
7.050000	0	4651634	0	2952233
7.200000	0	4651650	0	2952176
7.350000	0	4651684	0	2952114
7.500000	0	4651510	0	2952400
7.650000	0	4651654	0	2952366
7.800000	0	4651445	0	2952334
7.950000	0	4651526	0	2952203
8.100000	0	4651612	0	2952074
8.250000	0	4651647	0	2952026
8.400000	0	4651509	0	2952053
8.550000	0	4651526	0	2951781
8.700000	0	4651546	0	2952253
8.850000	0	4651652	0	2952297
9.000000	0	4651616	0	2952288
9.150000	0	4651564	0	2952058
9.300000	0	4651442	0	2952102
9.450000	0	4651529	0	2952306
9.600000	0	4651436	0	2952331
9.750000	0	4651554	0	2952342
9.900000	0	4651289	0	2952297
10.050000	0	4651562	0	2952141
10.200000	0	4651630	0	2952111
10.350000	0	4651590	0	2951954
10.500000	0	4651750	0	2952180
10.650000	0	4651423	0	2952124
10.800000	0	4651396	0	2952102
10.950000	0	4651302	0	2952499
11.100000	0	4651400	0	2952234
11.250000	0	4651432	0	2952401
11.400000	0	4651581	0	2952041
11.550000	0	4651526	0	2952297
11.700000	0	4651617	0	2952059
11.850000	0	4651666	0	2952319
12.000000	0	4651490	0	2952211
12.150000	0	4651715	0	2952216
12.300000	0	4651336	0	2952105
12.450000	0	4651355	0	2951978
12.600000	0	4651458	0	2952226
12.750000	0	4651397	0	2952070
12.900000	0	4651595	0	2952275
13.050000	0	4651581	0	2951999
13.200000	0	4651463	0	2952251
13.350000	0	4651347	0	2951940
13.500000	0	4651518	0	2952529
13.650000	0	4651535	0	2952173
13.800000	0	4651533	0	2952059
13.950000	0	4651517	0	2952463
14.100000	0	4651353	0	2951956
14.250000	0	4651511	0	2952165
14.400000	0	4651552	0	2952109
14.550000	0	4651538	0	2952368
14.700000	0	4651438	0	2952263
14.850000	0	4651546	0	2952426
15.000000	0	4651334	0	2952130
15.150000	0	4651314	0	2952373
15.300000	0	4651381	0	2951940
15.450000	0	4651398	0	2952272
15.600000	0	4651416	0	2952084
15.750000	0	4651582	0	2952423
15.900000	0	4651467	0	2952178
16.050000	0	4651504	0	2952319
16.200000	0	4651497	0	2951951
16.350000	0	4651501	0	2952278
16.500000	0	4651605	0	2952137
16.650000	0	4651578	0	2952215
16.800000	0	4651488	0	2951997
16.950000	0	4651497	0	2952426
17.100000	0	4651577	0	2952273
17.250000	0	4651666	0	2952169
17.400000	0	4651516	0	2952017
17.550000	0	4651548	0	2951994
17.700000	0	4651451	0	2952281
17.850000	0	4651401	0	2951930
18.000000	0	4651600	0	2951843
18.150000	0	4651484	0	2952233
18.300000	0	4651402	0	2952266
18.450000	0	4651482	0	2952264
18.600000	0	4651329	0	2951948
18.750000	0	4651358	0	2952099
18.900000	0	4651418	0	2952210
19.050000	0	4651421	0	2951827
19.200000	0	4651576	0	2951739
19.350000	0	4651461	0	2952265
19.500000	0	4651416	0	2952040
19.650000	0	4651541	0	2952176
19.800000	0	4651366	0	2952055
19.950000	0	4651564	0	2952271
20.100000	0	4651434	0	2951882
20.250000	0	4651581	0	2952157
20.400000	0	4651661	0	2952108
20.550000	0	4651430	0	2952039
20.700000	0	4651511	0	2952124
20.850000	0	4651487	0	2952324
21.000000	0	4651362	0	2952520
21.150000	0	4651381	0	2952203
21.300000	0	4651465	0	2952059
21.450000	0	4651477	0	2951781
21.600000	0	4651362	0	2952092
21.750000	0	4651382	0	2952294
21.900000	0	4651378	0	2951714
22.050000	0	4651373	0	2951897
22.200000	0	4651328	0	2951870
22.350000	0	4651461	0	2952070
22.500000	0	4651449	0	2952262
22.650000	0	4651468	0	2952112
22.800000	0	4651256	0	2952037
22.950000	0	4651388	0	2952064
23.100000	0	4651386	0	2952053
23.250000	0	4651519	0	2952432
23.400000	0	4651501	0	2952035
23.550000	0	4651469	0	2952188
23.700000	0	4651323	0	2952168
23.850000	0	4651484	0	2952013
24.000000	0	4651329	0	2952252
24.150000	0	4651511	0	2952222
24.300000	0	4651401	0	2952148
24.450000	0	4651359	0	2952054
24.600000	0	4651379	0	2952470
24.750000	0	4651463	0	2952046
24.900000	0	4651475	0	2952166
25.050000	0	4651358	0	2952426
25.200000	0	4651268	0	2951868
25.350000	0	4651491	0	2952188
25.500000	0	4651394	0	2952075
25.650000	0	4651320	0	2951900
25.800000	0	4651408	0	2951921
25.950000	0	4651360	0	2952230
26.100000	0	4651414	0	2951831
26.250000	0	4651158	0	2951801
26.400000	0	4651445	0	2952009
26.550000	0	4651332	0	2952312
26.700000	0	4651448	0	2952400
26.850000	0	4651476	0	2952138
27.000000	0	4651586	0	2952184
27.150000	0	4651328	0	2952443
27.300000	0	4651564	0	2952183
27.450000	0	4651341	0	2951969
27.600000	0	4651362	0	2952126
27.750000	0	4651424	0	2951964
27.900000	0	4651585	0	2951836
28.050000	0	4651273	0	2952206
28.200000	0	4651516	0	2952202
28.350000	0	4651445	0	2952277
28.500000	0	4651360	0	2951864
28.650000	0	4651359	0	2951784
28.800000	0	4651432	0	2952003
28.950000	0	4651425	0	2951884
29.100000	0	4651433	0	2952257
29.250000	0	4651659	0	2952029
29.400000	0	4651443	0	2952092
29.550000	0	4651349	0	2952029
29.700000	0	4651488	0	2952080
29.850000	0	4651427	0	2951892
30.000000	0	4651485	0	2951889
30.150000	0	4651466	0	2952221
30.300000	0	4651494	0	2952187
30.450000	0	4651307	0	2951947
30.600000	0	4651384	0	2952017
30.750000	0	4651382	0	2952052
30.900000	0	4651378	0	2952123
31.050000	0	4651359	0	2952089
31.200000	0	4651327	0	2952157
31.350000	0	4651641	0	2952183
31.500000	0	4651346	0	2951952
31.650000	0	4651393	0	2952271
31.800000	0	4651258	0	2952146
31.950000	0	4651568	0	2952103
32.100000	0	4651542	0	2951691
32.250000	0	4651412	0	2952142
32.400000	0	4651494	0	2952090
32.550000	0	4651349	0	2951955
32.700000	0	4651427	0	2951958
32.850000	0	4651368	0	2951975
33.000000	0	4651292	0	2952051
33.150000	0	4651323	0	2952007
33.300000	0	4651123	0	2951872
