Seconds	CHNL0_Start	CHNL0_End	CHNL1_Start	CHNL1_End
0.150000	0	4593593	0	2899888
0.300000	0	4601540	0	2904308
0.450000	0	4601750	0	2904737
0.600000	0	4601941	0	2904601
0.750000	0	4602063	0	2904599
0.900000	0	4602117	0	2904754
1.050000	0	4602114	0	2904591
1.200000	0	4602018	0	2904677
1.350000	0	4602043	0	2904598
1.500000	0	4601983	0	2904616
1.650000	0	4602107	0	2904539
1.800000	0	4602008	0	2904745
1.950000	0	4602055	0	2904643
2.100000	0	4602268	0	2904495
2.250000	0	4602130	0	2904641
2.400000	0	4602285	0	2904534
2.550000	0	4602020	0	2904710
2.700000	0	4602120	0	2904449
2.850000	0	4602100	0	2904712
3.000000	0	4602194	0	2904637
3.150000	0	4602026	0	2904800
3.300000	0	4602064	0	2904717
3.450000	0	4602017	0	2904340
3.600000	0	4602186	0	2904203
3.750000	0	4602107	0	2904491
3.900000	0	4602161	0	2904897
4.050000	0	4602078	0	2904690
4.200000	0	4602205	0	2904710
4.350000	0	4602065	0	2904616
4.500000	0	4601951	0	2904564
4.650000	0	4602009	0	2904636
4.800000	0	4601961	0	2904417
4.950000	0	4602074	0	2904390
5.100000	0	4602092	0	2904900
5.250000	0	4602193	0	2904632
5.400000	0	4602060	0	2904712
5.550000	0	4602184	0	2904544
5.700000	0	4602032	0	2904556
5.850000	0	4602000	0	2904534
6.000000	0	4602271	0	2904617
6.150000	0	4602025	0	2904778
6.300000	0	4602219	0	2904717
6.450000	0	4602199	0	2904771
6.600000	0	4602026	0	2904654
6.750000	0	4602125	0	2904532
6.900000	0	4602109	0	2904547
7.050000	0	4602046	0	2904642
7.200000	0	4602265	0	2904969
7.350000	0	4602113	0	2904702
7.500000	0	4602134	0	2904389
7.650000	0	4602081	0	2904798
7.800000	0	4602069	0	2904696
7.950000	0	4602089	0	2904677
8.100000	0	4601996	0	2904410
8.250000	0	4602183	0	2904790
8.400000	0	4602153	0	2904754
8.550000	0	4602008	0	2904550
8.700000	0	4602135	0	2904475
8.850000	0	4602066	0	2904494
9.000000	0	4602093	0	2904445
9.150000	0	4602189	0	2904584
9.300000	0	4602174	0	2904673
9.450000	0	4602197	0	2904681
9.600000	0	4602078	0	2904556
9.750000	0	4601874	0	2904484
9.900000	0	4602176	0	2904620
10.050000	0	4602199	0	2904573
10.200000	0	4602022	0	2904507
10.350000	0	4602006	0	2904553
10.500000	0	4602171	0	2904848
10.650000	0	4602123	0	2904768
10.800000	0	4601918	0	2904715
10.950000	0	4602212	0	2904685
11.100000	0	4602030	0	2904542
11.250000	0	4602191	0	2904582
11.400000	0	4602154	0	2904917
11.550000	0	4602187	0	2904756
11.700000	0	4602176	0	2904532
11.850000	0	4602187	0	2904802
12.000000	0	4601984	0	2904725
12.150000	0	4602160	0	2904728
12.300000	0	4602317	0	2904470
12.450000	0	4602207	0	2904801
12.600000	0	4602108	0	2904647
12.750000	0	4602116	0	2904694
12.900000	0	4602003	0	2904748
13.050000	0	4602152	0	2904577
13.200000	0	4602152	0	2904903
13.350000	0	4602193	0	2904627
13.500000	0	4602003	0	2904719
13.650000	0	4602101	0	2904627
13.800000	0	4602423	0	2904704
13.950000	0	4602157	0	2904858
14.100000	0	4602039	0	2904552
14.250000	0	4602146	0	2904631
14.400000	0	4602158	0	2904783
14.550000	0	4602161	0	2904373
14.700000	0	4602250	0	2904589
14.850000	0	4601921	0	2904551
15.000000	0	4602098	0	2904586
15.150000	0	4602007	0	2904622
15.300000	0	4602028	0	2904497
15.450000	0	4602077	0	2904576
15.600000	0	4602202	0	2904918
15.750000	0	4602105	0	2904663
15.900000	0	4601816	0	2904580
16.050000	0	4602137	0	2904596
16.200000	0	4602264	0	2904584
16.350000	0	4602199	0	2904810
16.500000	0	4602154	0	2904417
16.650000	0	4602026	0	2904682
16.800000	0	4602337	0	2904546
16.950000	0	4602129	0	2904710
17.100000	0	4602035	0	2904799
17.250000	0	4602177	0	2904737
17.400000	0	4601952	0	2904450
17.550000	0	4602128	0	2904707
17.700000	0	4602080	0	2904751
17.850000	0	4601896	0	2904595
18.000000	0	4602084	0	2904643
18.150000	0	4602024	0	2904719
18.300000	0	4602069	0	2904722
18.450000	0	4602136	0	2904631
18.600000	0	4602150	0	2904729
18.750000	0	4601980	0	2904474
18.900000	0	4602174	0	2904839
19.050000	0	4602099	0	2905012
19.200000	0	4601953	0	2904518
19.350000	0	4602235	0	2904320
19.500000	0	4602120	0	2904601
19.650000	0	4602200	0	2904769
19.800000	0	4602308	0	2904708
19.950000	0	4602308	0	2904413
20.100000	0	4602241	0	2904587
20.250000	0	4602212	0	2904395
20.400000	0	4602053	0	2904847
20.550000	0	4602129	0	2904711
20.700000	0	4602313	0	2904625
20.850000	0	4602053	0	2904612
21.000000	0	4602147	0	2904664
21.150000	0	4602198	0	2904389
21.300000	0	4602360	0	2904683
21.450000	0	4602208	0	2905052
21.600000	0	4602157	0	2904577
21.750000	0	4602185	0	2904599
21.900000	0	4602339	0	2904572
22.050000	0	4602166	0	2904578
22.200000	0	4602180	0	2904832
22.350000	0	4602015	0	2904580
22.500000	0	4602050	0	2904480
22.650000	0	4602331	0	2904574
22.800000	0	4601972	0	2904579
22.950000	0	4602243	0	2904534
23.100000	0	4601990	0	2904480
23.250000	0	4602304	0	2904697
23.400000	0	4602182	0	2904475
23.550000	0	4602240	0	2904607
23.700000	0	4601874	0	2904745
23.850000	0	4602234	0	2904422
24.000000	0	4602205	0	2904692
24.150000	0	4602175	0	2904746
24.300000	0	4602054	0	2904863
24.450000	0	4602067	0	2904506
24.600000	0	4602307	0	2905003
24.750000	0	4602083	0	2904854
24.900000	0	4601994	0	2904642
25.050000	0	4602107	0	2904856
25.200000	0	4602059	0	2904609
25.350000	0	4602114	0	2904518
25.500000	0	4602076	0	2904793
25.650000	0	4602098	0	2904296
25.800000	0	4602026	0	2904756
25.950000	0	4602290	0	2904652
26.100000	0	4602025	0	2904692
26.250000	0	4601851	0	2904645
26.400000	0	4602294	0	2904472
26.550000	0	4602205	0	2904687
26.700000	0	4601878	0	2904566
26.850000	0	4602142	0	2904801
27.000000	0	4602242	0	2904620
27.150000	0	4602109	0	2904855
27.300000	0	4602084	0	2904733
27.450000	0	4602068	0	2904594
27.600000	0	4602126	0	2904766
27.750000	0	4601986	0	2904490
27.900000	0	4602116	0	2904709
28.050000	0	4602122	0	2904839
28.200000	0	4602149	0	2904631
28.350000	0	4601974	0	2904836
28.500000	0	4602130	0	2904671
28.650000	0	4602010	0	2904953
28.800000	0	4602164	0	2904710
28.950000	0	4602015	0	2904640
29.100000	0	4602198	0	2904800
29.250000	0	4601884	0	2904650
29.400000	0	4601977	0	2904628
29.550000	0	4602183	0	2904743
29.700000	0	4602327	0	2904587
29.850000	0	4602099	0	2904349
30.000000	0	4602165	0	2904539
30.150000	0	4602126	0	2904607
30.300000	0	4602058	0	2904535
30.450000	0	4602167	0	2904921
30.600000	0	4602045	0	2904854
30.750000	0	4602181	0	2904759
30.900000	0	4602071	0	2904745
31.050000	0	4602020	0	2904424
31.200000	0	4601981	0	2904436
31.350000	0	4602169	0	2904718
31.500000	0	4602042	0	2904670
31.650000	0	4602185	0	2904623
31.800000	0	4602293	0	2904827
31.950000	0	4602063	0	2904765
32.100000	0	4602105	0	2904613
32.250000	0	4602064	0	2904685
32.400000	0	4601968	0	2904611
32.550000	0	4602007	0	2904612
32.700000	0	4601915	0	2904922
32.850000	0	4601892	0	2904532
33.000000	0	4602068	0	2904770
33.150000	0	4602373	0	2904640
33.300000	0	4602161	0	2904661
33.450000	0	4602122	0	2904812
33.600000	0	4602074	0	2904678
33.750000	0	4602081	0	2904441
33.900000	0	4602080	0	2904494
34.050000	0	4602161	0	2904806
34.200000	0	4602019	0	2904575
34.350000	0	4602173	0	2904789
34.500000	0	4602040	0	2904634
34.650000	0	4601998	0	2904505
34.800000	0	4602112	0	2904589
34.950000	0	4602008	0	2904559
35.100000	0	4602111	0	2904590
35.250000	0	4602153	0	2904496
35.400000	0	4602032	0	2904549
35.550000	0	4602070	0	2904567
35.700000	0	4602057	0	2904781
35.850000	0	4602135	0	2904545
36.000000	0	4602040	0	2904751
36.150000	0	4602102	0	2904715
36.300000	0	4602047	0	2904642
36.450000	0	4602077	0	2904784
36.600000	0	4601946	0	2904578
36.750000	0	4601959	0	2904610
36.900000	0	4602106	0	2904683
37.050000	0	4602237	0	2904629
37.200000	0	4601909	0	2904588
37.350000	0	4602075	0	2904430
37.500000	0	4602080	0	2904604
37.650000	0	4602149	0	2904726
37.800000	0	4602062	0	2904749
37.950000	0	4602129	0	2904781
38.100000	0	4601984	0	2904715
38.250000	0	4602288	0	2904517
38.400000	0	4602025	0	2904852
38.550000	0	4602082	0	2904841
38.700000	0	4601950	0	2904605
38.850000	0	4602068	0	2904680
39.000000	0	4602069	0	2904915
39.150000	0	4602305	0	2904411
39.300000	0	4601973	0	2904481
39.450000	0	4602038	0	2904610
39.600000	0	4602160	0	2904652
39.750000	0	4601960	0	2904503
39.900000	0	4602156	0	2904748
40.050000	0	4602158	0	2904737
40.200000	0	4601967	0	2904731
40.350000	0	4601907	0	2904362
40.500000	0	4602013	0	2904884
40.650000	0	4601957	0	2904374
40.800000	0	4602023	0	2904649
40.950000	0	4602161	0	2904747
41.100000	0	4602142	0	2904571
41.250000	0	4602213	0	2904422
41.400000	0	4602116	0	2904876
41.550000	0	4601939	0	2904531
41.700000	0	4602038	0	2904422
41.850000	0	4602010	0	2904621
