Seconds	CHNL0_Start	CHNL0_End	CHNL1_Start	CHNL1_End
0.150000	0	4567622	0	2893455
0.300000	0	4568025	0	2893834
0.450000	0	4568111	0	2893929
0.600000	0	4568319	0	2894020
0.750000	0	4568291	0	2893697
0.900000	0	4568309	0	2894186
1.050000	0	4568332	0	2893927
1.200000	0	4568434	0	2894029
1.350000	0	4568198	0	2893883
1.500000	0	4568379	0	2894205
1.650000	0	4568402	0	2894222
1.800000	0	4568456	0	2893901
1.950000	0	4568344	0	2894114
2.100000	0	4568301	0	2894009
2.250000	0	4568369	0	2894002
2.400000	0	4568482	0	2893956
2.550000	0	4568413	0	2894098
2.700000	0	4568453	0	2894085
2.850000	0	4568454	0	2894355
3.000000	0	4568313	0	2893990
3.150000	0	4568344	0	2893983
3.300000	0	4568331	0	2893961
3.450000	0	4568402	0	2894088
3.600000	0	4568284	0	2893977
3.750000	0	4568451	0	2893988
3.900000	0	4568433	0	2894051
4.050000	0	4568447	0	2894065
4.200000	0	4568249	0	2894004
4.350000	0	4568382	0	2894152
4.500000	0	4568382	0	2894088
4.650000	0	4568299	0	2894145
4.800000	0	4568417	0	2894182
4.950000	0	4568467	0	2894174
5.100000	0	4568334	0	2894047
5.250000	0	4568363	0	2894078
5.400000	0	4568362	0	2894079
5.550000	0	4568547	0	2894063
5.700000	0	4568354	0	2894357
5.850000	0	4568356	0	2894256
6.000000	0	4568510	0	2893917
6.150000	0	4568484	0	2893899
6.300000	0	4568415	0	2894051
6.450000	0	4568366	0	2893931
6.600000	0	4568428	0	2894328
6.750000	0	4568342	0	2894105
6.900000	0	4568627	0	2894201
7.050000	0	4568683	0	2893867
7.200000	0	4568311	0	2894195
7.350000	0	4568534	0	2893951
7.500000	0	4568415	0	2894313
7.650000	0	4568623	0	2894466
7.800000	0	4568478	0	2894066
7.950000	0	4568468	0	2894158
8.100000	0	4568452	0	2894102
8.250000	0	4568638	0	2894242
8.400000	0	4568325	0	2894160
8.550000	0	4568437	0	2894152
8.700000	0	4568464	0	2894012
8.850000	0	4568563	0	2894446
9.000000	0	4568411	0	2894052
9.150000	0	4568528	0	2894231
9.300000	0	4568573	0	2893899
9.450000	0	4568651	0	2894176
9.600000	0	4568412	0	2894313
9.750000	0	4568393	0	2894040
9.900000	0	4568594	0	2893995
10.050000	0	4568287	0	2894188
10.200000	0	4568472	0	2894181
10.350000	0	4568516	0	2894057
10.500000	0	4568497	0	2894079
10.650000	0	4568568	0	2894062
10.800000	0	4568427	0	2894056
10.950000	0	4568674	0	2894163
11.100000	0	4568586	0	2894005
11.250000	0	4568416	0	2894207
11.400000	0	4568631	0	2894134
11.550000	0	4568687	0	2894105
11.700000	0	4568391	0	2893953
11.850000	0	4568431	0	2894236
12.000000	0	4568379	0	2894055
12.150000	0	4568452	0	2893900
12.300000	0	4568490	0	2894195
12.450000	0	4568591	0	2894107
12.600000	0	4568655	0	2894114
12.750000	0	4568458	0	2894259
12.900000	0	4568415	0	2894162
13.050000	0	4568520	0	2893892
13.200000	0	4568362	0	2894299
13.350000	0	4568469	0	2894036
13.500000	0	4568371	0	2894206
13.650000	0	4568560	0	2893923
13.800000	0	4568340	0	2894013
13.950000	0	4568557	0	2893947
14.100000	0	4568623	0	2894214
14.250000	0	4568643	0	2893968
14.400000	0	4568579	0	2893788
14.550000	0	4568426	0	2894019
14.700000	0	4568621	0	2894012
14.850000	0	4568571	0	2893872
15.000000	0	4568506	0	2894265
15.150000	0	4568540	0	2894398
15.300000	0	4568527	0	2893946
15.450000	0	4568405	0	2894169
15.600000	0	4568597	0	2894274
15.750000	0	4568362	0	2894103
15.900000	0	4568458	0	2894100
16.050000	0	4568435	0	2894168
16.200000	0	4568736	0	2894033
16.350000	0	4568405	0	2894054
16.500000	0	4568369	0	2894126
16.650000	0	4568384	0	2893851
16.800000	0	4568440	0	2894182
16.950000	0	4568615	0	2894034
17.100000	0	4568563	0	2894150
17.250000	0	4568509	0	2893935
17.400000	0	4568460	0	2894411
17.550000	0	4568482	0	2894150
17.700000	0	4568396	0	2894046
17.850000	0	4568357	0	2893893
18.000000	0	4568533	0	2894260
18.150000	0	4568307	0	2894113
18.300000	0	4568696	0	2894299
18.450000	0	4568491	0	2893834
18.600000	0	4568408	0	2894271
18.750000	0	4568598	0	2894199
18.900000	0	4568512	0	2893856
19.050000	0	4568465	0	2894403
19.200000	0	4568382	0	2894252
19.350000	0	4568534	0	2893956
19.500000	0	4568422	0	2894018
19.650000	0	4568603	0	2894052
19.800000	0	4568481	0	2894073
19.950000	0	4568559	0	2894077
20.100000	0	4568422	0	2894139
20.250000	0	4568433	0	2894039
20.400000	0	4568572	0	2893944
20.550000	0	4568291	0	2894078
20.700000	0	4568648	0	2893938
20.850000	0	4568422	0	2894121
21.000000	0	4568596	0	2894052
21.150000	0	4568506	0	2894122
21.300000	0	4568505	0	2893842
21.450000	0	4568392	0	2894474
21.600000	0	4568271	0	2894016
21.750000	0	4568650	0	2894065
21.900000	0	4568392	0	2893917
22.050000	0	4568482	0	2893901
22.200000	0	4568444	0	2894083
22.350000	0	4568377	0	2894265
22.500000	0	4568427	0	2894123
22.650000	0	4568577	0	2894141
22.800000	0	4568346	0	2894184
22.950000	0	4568565	0	2894432
23.100000	0	4568657	0	2894051
23.250000	0	4568451	0	2894274
23.400000	0	4568501	0	2893988
23.550000	0	4568307	0	2893847
23.700000	0	4568455	0	2894325
23.850000	0	4568389	0	2894117
24.000000	0	4568406	0	2894220
