Seconds	CHNL0_Start	CHNL0_End	CHNL1_Start	CHNL1_End
0.150000	0	3084675	0	1971580
0.300000	0	3084807	0	1971711
0.450000	0	3084853	0	1971705
0.600000	0	3084716	0	1971785
0.750000	0	3084937	0	1971833
0.900000	0	3084955	0	1971677
1.050000	0	3085023	0	1971913
1.200000	0	3084809	0	1971832
1.350000	0	3084873	0	1971910
1.500000	0	3084845	0	1971913
1.650000	0	3084772	0	1971805
1.800000	0	3084896	0	1971951
1.950000	0	3084737	0	1971864
2.100000	0	3084715	0	1971670
2.250000	0	3084743	0	1971704
2.400000	0	3084773	0	1971733
2.550000	0	3085001	0	1971679
2.700000	0	3084891	0	1971747
2.850000	0	3084992	0	1971788
3.000000	0	3084929	0	1972053
3.150000	0	3085083	0	1972025
3.300000	0	3085093	0	1971993
3.450000	0	3084916	0	1971812
3.600000	0	3085085	0	1972002
3.750000	0	3085092	0	1971809
3.900000	0	3085166	0	1972028
4.050000	0	3084934	0	1972020
4.200000	0	3085250	0	1971960
4.350000	0	3085107	0	1972053
4.500000	0	3085219	0	1972097
4.650000	0	3085355	0	1972169
4.800000	0	3085255	0	1972015
4.950000	0	3085309	0	1972152
5.100000	0	3085305	0	1972000
5.250000	0	3085437	0	1972099
5.400000	0	3085237	0	1972184
5.550000	0	3085390	0	1972219
5.700000	0	3085255	0	1971828
5.850000	0	3085197	0	1972033
6.000000	0	3085188	0	1972202
6.150000	0	3085219	0	1971926
6.300000	0	3085182	0	1971835
6.450000	0	3085270	0	1971859
6.600000	0	3085132	0	1971804
6.750000	0	3085159	0	1971944
6.900000	0	3085178	0	1972104
7.050000	0	3085160	0	1972046
7.200000	0	3085373	0	1972094
7.350000	0	3085218	0	1971862
7.500000	0	3085119	0	1972187
7.650000	0	3085225	0	1972137
7.800000	0	3085201	0	1972076
7.950000	0	3085118	0	1971896
8.100000	0	3085143	0	1971815
8.250000	0	3085220	0	1971801
8.400000	0	3085249	0	1972250
8.550000	0	3085129	0	1971945
8.700000	0	3085240	0	1972211
8.850000	0	3085176	0	1971691
9.000000	0	3085185	0	1972132
9.150000	0	3085174	0	1972041
9.300000	0	3085366	0	1972257
9.450000	0	3085008	0	1972236
9.600000	0	3085180	0	1972200
9.750000	0	3085259	0	1971951
9.900000	0	3085126	0	1972249
10.050000	0	3085233	0	1971832
10.200000	0	3085204	0	1971948
10.350000	0	3085113	0	1971812
10.500000	0	3085184	0	1971911
10.650000	0	3085196	0	1972018
10.800000	0	3085033	0	1972095
10.950000	0	3085364	0	1971960
11.100000	0	3085270	0	1971980
11.250000	0	3085292	0	1971804
11.400000	0	3085234	0	1972129
11.550000	0	3085262	0	1972059
11.700000	0	3085139	0	1972133
11.850000	0	3085144	0	1972084
12.000000	0	3085221	0	1972261
12.150000	0	3085397	0	1972277
12.300000	0	3085236	0	1972221
12.450000	0	3085345	0	1971997
12.600000	0	3085454	0	1972068
12.750000	0	3085456	0	1972106
12.900000	0	3085415	0	1972080
13.050000	0	3085633	0	1972126
13.200000	0	3085368	0	1972282
13.350000	0	3085421	0	1972016
13.500000	0	3085538	0	1972209
13.650000	0	3085524	0	1972173
13.800000	0	3085566	0	1972378
13.950000	0	3085585	0	1972338
14.100000	0	3085498	0	1972457
14.250000	0	3085653	0	1972198
14.400000	0	3085551	0	1972296
14.550000	0	3085674	0	1972550
14.700000	0	3085425	0	1972146
14.850000	0	3085614	0	1972451
15.000000	0	3085536	0	1972327
15.150000	0	3085670	0	1972254
15.300000	0	3085696	0	1972460
15.450000	0	3085618	0	1972172
15.600000	0	3085800	0	1972293
15.750000	0	3085872	0	1972424
15.900000	0	3085655	0	1972135
16.050000	0	3085599	0	1972247
16.200000	0	3085883	0	1972464
16.350000	0	3085659	0	1972396
16.500000	0	3085807	0	1972495
16.650000	0	3085643	0	1972405
16.800000	0	3085806	0	1972328
16.950000	0	3085683	0	1972501
17.100000	0	3085681	0	1972248
17.250000	0	3085637	0	1972381
17.400000	0	3085659	0	1972425
17.550000	0	3085848	0	1972449
17.700000	0	3085670	0	1972871
17.850000	0	3085718	0	1972493
18.000000	0	3085771	0	1972353
18.150000	0	3085761	0	1972370
18.300000	0	3085539	0	1972482
18.450000	0	3085555	0	1972200
18.600000	0	3085765	0	1972170
18.750000	0	3085649	0	1972501
18.900000	0	3085774	0	1972426
19.050000	0	3085729	0	1972455
19.200000	0	3085733	0	1972402
19.350000	0	3085633	0	1972296
19.500000	0	3085675	0	1972497
19.650000	0	3085640	0	1972554
19.800000	0	3085686	0	1972113
19.950000	0	3085756	0	1972495
20.100000	0	3085642	0	1972509
20.250000	0	3085560	0	1972247
20.400000	0	3085579	0	1972542
20.550000	0	3085641	0	1972002
20.700000	0	3085663	0	1972409
20.850000	0	3085717	0	1972212
21.000000	0	3085711	0	1972273
21.150000	0	3085632	0	1972235
21.300000	0	3085452	0	1972194
21.450000	0	3085581	0	1972052
21.600000	0	3085592	0	1972107
21.750000	0	3085474	0	1972242
21.900000	0	3085412	0	1971977
22.050000	0	3085784	0	1972349
22.200000	0	3085598	0	1972549
22.350000	0	3085667	0	1972205
22.500000	0	3085549	0	1972336
22.650000	0	3085510	0	1972262
22.800000	0	3085510	0	1972171
22.950000	0	3085503	0	1972113
23.100000	0	3085502	0	1972236
23.250000	0	3085563	0	1972303
23.400000	0	3085496	0	1972426
23.550000	0	3085611	0	1972370
23.700000	0	3085548	0	1972469
23.850000	0	3085372	0	1972118
24.000000	0	3085567	0	1972143
24.150000	0	3085493	0	1972220
24.300000	0	3085411	0	1972050
24.450000	0	3085510	0	1972191
24.600000	0	3085475	0	1972207
24.750000	0	3085450	0	1972274
24.900000	0	3085384	0	1972057
25.050000	0	3085658	0	1972334
25.200000	0	3085706	0	1972275
25.350000	0	3085748	0	1972544
25.500000	0	3085479	0	1972276
25.650000	0	3085511	0	1972206
25.800000	0	3085690	0	1972092
25.950000	0	3085802	0	1972432
26.100000	0	3085743	0	1972358
26.250000	0	3085847	0	1972370
26.400000	0	3085599	0	1972497
26.550000	0	3085765	0	1972150
26.700000	0	3085598	0	1972274
26.850000	0	3085373	0	1972424
27.000000	0	3085483	0	1972032
27.150000	0	3085485	0	1972315
27.300000	0	3085452	0	1971985
27.450000	0	3085543	0	1972299
27.600000	0	3085551	0	1972361
27.750000	0	3085514	0	1972208
27.900000	0	3085565	0	1972162
28.050000	0	3085429	0	1972144
28.200000	0	3085409	0	1972212
28.350000	0	3085494	0	1972379
28.500000	0	3085609	0	1972354
28.650000	0	3085454	0	1972358
28.800000	0	3085423	0	1972164
28.950000	0	3085493	0	1972181
29.100000	0	3085510	0	1972207
29.250000	0	3085506	0	1972143
29.400000	0	3085523	0	1972241
29.550000	0	3085418	0	1972164
29.700000	0	3085606	0	1972261
29.850000	0	3085627	0	1972301
30.000000	0	3085722	0	1972343
30.150000	0	3085421	0	1972190
30.300000	0	3085447	0	1972201
30.450000	0	3085343	0	1972184
30.600000	0	3085547	0	1972475
30.750000	0	3085494	0	1972216
30.900000	0	3085303	0	1972261
31.050000	0	3085510	0	1972272
31.200000	0	3085399	0	1972147
31.350000	0	3085287	0	1972071
31.500000	0	3085421	0	1972348
31.650000	0	3085344	0	1972328
31.800000	0	3085430	0	1972035
31.950000	0	3085463	0	1972262
32.100000	0	3085411	0	1972379
32.250000	0	3085624	0	1972275
32.400000	0	3085552	0	1972572
32.550000	0	3085410	0	1972101
32.700000	0	3085422	0	1972198
32.850000	0	3085294	0	1971907
33.000000	0	3085398	0	1972216
33.150000	0	3085352	0	1972299
33.300000	0	3085427	0	1972220
33.450000	0	3085484	0	1972043
33.600000	0	3085443	0	1972148
33.750000	0	3085370	0	1972126
33.900000	0	3085369	0	1971980
34.050000	0	3085440	0	1972006
34.200000	0	3085417	0	1972129
34.350000	0	3085317	0	1972168
34.500000	0	3085305	0	1972249
34.650000	0	3085332	0	1972223
34.800000	0	3085651	0	1972085
34.950000	0	3085577	0	1972415
35.100000	0	3085465	0	1971997
35.250000	0	3085617	0	1971962
35.400000	0	3085828	0	1972269
35.550000	0	3085541	0	1972254
35.700000	0	3085534	0	1972136
35.850000	0	3085442	0	1972051
36.000000	0	3085499	0	1972228
36.150000	0	3085546	0	1972035
36.300000	0	3085429	0	1972134
36.450000	0	3085271	0	1972043
36.600000	0	3085497	0	1972157
36.750000	0	3085382	0	1972202
36.900000	0	3085348	0	1972285
37.050000	0	3085520	0	1972113
37.200000	0	3085441	0	1972419
37.350000	0	3085515	0	1972391
37.500000	0	3085340	0	1971920
37.650000	0	3085401	0	1972111
37.800000	0	3085475	0	1972183
37.950000	0	3085394	0	1972082
