Seconds	CHNL0_Start	CHNL0_End	CHNL1_Start	CHNL1_End
0.150000	0	3397816	0	2162750
0.300000	0	3397872	0	2162630
0.450000	0	3397974	0	2162613
0.600000	0	3398157	0	2162615
0.750000	0	3397848	0	2162528
0.900000	0	3398148	0	2162468
1.050000	0	3398041	0	2162632
1.200000	0	3397990	0	2162575
1.350000	0	3397940	0	2162709
1.500000	0	3397987	0	2162583
1.650000	0	3398139	0	2162596
1.800000	0	3398141	0	2162706
1.950000	0	3398119	0	2162783
2.100000	0	3397978	0	2162558
2.250000	0	3397980	0	2162529
2.400000	0	3397942	0	2162690
2.550000	0	3397918	0	2162747
2.700000	0	3397930	0	2162522
2.850000	0	3397944	0	2162647
3.000000	0	3397866	0	2162638
3.150000	0	3397962	0	2162414
3.300000	0	3397925	0	2162602
3.450000	0	3398153	0	2162673
3.600000	0	3397995	0	2162689
3.750000	0	3397977	0	2162537
3.900000	0	3397964	0	2162590
4.050000	0	3397882	0	2162576
4.200000	0	3397938	0	2162578
4.350000	0	3397955	0	2162601
4.500000	0	3398001	0	2162696
4.650000	0	3398069	0	2162728
4.800000	0	3397866	0	2162430
4.950000	0	3398007	0	2162584
5.100000	0	3397807	0	2162414
5.250000	0	3397947	0	2162819
5.400000	0	3397898	0	2162609
5.550000	0	3397809	0	2162712
5.700000	0	3397903	0	2162579
5.850000	0	3397913	0	2162510
6.000000	0	3397963	0	2162865
6.150000	0	3397946	0	2162806
6.300000	0	3398187	0	2162686
6.450000	0	3398118	0	2162713
6.600000	0	3397980	0	2162749
6.750000	0	3397994	0	2162596
6.900000	0	3397952	0	2162533
7.050000	0	3397989	0	2162503
7.200000	0	3397963	0	2162549
7.350000	0	3397869	0	2162634
7.500000	0	3398016	0	2162465
7.650000	0	3397952	0	2162720
7.800000	0	3398134	0	2162652
7.950000	0	3397914	0	2162650
8.100000	0	3397975	0	2162708
8.250000	0	3397962	0	2162279
8.400000	0	3398044	0	2162634
8.550000	0	3397983	0	2162779
8.700000	0	3397992	0	2162606
8.850000	0	3397994	0	2162596
9.000000	0	3398084	0	2162663
9.150000	0	3398006	0	2162997
9.300000	0	3397780	0	2162769
9.450000	0	3397944	0	2162754
9.600000	0	3398122	0	2162715
9.750000	0	3397963	0	2162819
9.900000	0	3398037	0	2162636
10.050000	0	3398093	0	2162449
10.200000	0	3398144	0	2162620
10.350000	0	3397953	0	2162680
10.500000	0	3398074	0	2162544
10.650000	0	3398001	0	2162792
10.800000	0	3398052	0	2162645
10.950000	0	3398056	0	2162669
11.100000	0	3398213	0	2162577
11.250000	0	3398062	0	2162845
11.400000	0	3398065	0	2162901
11.550000	0	3397871	0	2162737
11.700000	0	3397936	0	2162641
11.850000	0	3398172	0	2162768
12.000000	0	3398000	0	2162657
12.150000	0	3397941	0	2162659
12.300000	0	3398076	0	2162509
12.450000	0	3397987	0	2162588
12.600000	0	3397918	0	2162535
12.750000	0	3398072	0	2162597
12.900000	0	3397887	0	2162682
13.050000	0	3398068	0	2162429
13.200000	0	3398070	0	2162565
13.350000	0	3397971	0	2162618
13.500000	0	3397836	0	2162770
13.650000	0	3397940	0	2162703
13.800000	0	3397974	0	2162755
13.950000	0	3397902	0	2162409
14.100000	0	3397992	0	2162603
14.250000	0	3397947	0	2162548
14.400000	0	3397976	0	2162886
14.550000	0	3397846	0	2162591
14.700000	0	3398010	0	2162306
14.850000	0	3398007	0	2162525
15.000000	0	3397903	0	2162692
15.150000	0	3397923	0	2162604
15.300000	0	3397897	0	2162544
15.450000	0	3397968	0	2162724
15.600000	0	3397918	0	2162694
15.750000	0	3397949	0	2162606
15.900000	0	3398044	0	2162468
16.050000	0	3397941	0	2162599
16.200000	0	3398038	0	2162591
16.350000	0	3398051	0	2162531
16.500000	0	3398010	0	2162650
16.650000	0	3398027	0	2162487
16.800000	0	3398120	0	2162863
16.950000	0	3397822	0	2162815
17.100000	0	3398085	0	2162557
17.250000	0	3398058	0	2162581
17.400000	0	3397897	0	2162600
17.550000	0	3398005	0	2162671
17.700000	0	3397991	0	2162412
17.850000	0	3397877	0	2162608
18.000000	0	3398032	0	2162756
18.150000	0	3398047	0	2162615
