Seconds	CHNL0_Start	CHNL0_End	CHNL1_Start	CHNL1_End
0.150000	0	3340488	0	2126509
0.300000	0	3340758	0	2126539
0.450000	0	3340621	0	2126417
0.600000	0	3340641	0	2126327
0.750000	0	3340777	0	2126366
0.900000	0	3340759	0	2126955
1.050000	0	3340675	0	2126555
1.200000	0	3340796	0	2126616
1.350000	0	3340819	0	2126547
1.500000	0	3340771	0	2126309
1.650000	0	3340700	0	2126380
1.800000	0	3340869	0	2126589
1.950000	0	3340877	0	2126640
2.100000	0	3340778	0	2126336
2.250000	0	3340805	0	2126307
2.400000	0	3340854	0	2126485
2.550000	0	3340601	0	2126589
2.700000	0	3340685	0	2126615
2.850000	0	3340550	0	2126325
3.000000	0	3340696	0	2126520
3.150000	0	3340689	0	2126618
3.300000	0	3340867	0	2126702
3.450000	0	3340654	0	2126315
3.600000	0	3340634	0	2126373
3.750000	0	3340774	0	2126259
3.900000	0	3340767	0	2126453
4.050000	0	3340707	0	2127023
4.200000	0	3340830	0	2126515
4.350000	0	3340696	0	2126319
4.500000	0	3340681	0	2126388
4.650000	0	3340620	0	2126867
4.800000	0	3340665	0	2126461
4.950000	0	3340784	0	2126505
5.100000	0	3340787	0	2126428
5.250000	0	3340802	0	2126356
5.400000	0	3340966	0	2126466
5.550000	0	3340845	0	2126416
5.700000	0	3340828	0	2126291
5.850000	0	3340719	0	2126469
6.000000	0	3340620	0	2126638
6.150000	0	3340706	0	2126535
6.300000	0	3340646	0	2126523
6.450000	0	3340695	0	2126622
6.600000	0	3340697	0	2126438
6.750000	0	3340607	0	2126176
6.900000	0	3340700	0	2126552
7.050000	0	3340764	0	2126418
7.200000	0	3340701	0	2126482
7.350000	0	3340916	0	2126425
7.500000	0	3340647	0	2126667
7.650000	0	3340769	0	2126388
7.800000	0	3340703	0	2126527
7.950000	0	3340760	0	2126334
8.100000	0	3340704	0	2126550
8.250000	0	3340708	0	2126368
8.400000	0	3340673	0	2126451
8.550000	0	3340746	0	2126229
8.700000	0	3340458	0	2126392
8.850000	0	3340638	0	2126484
9.000000	0	3340766	0	2126365
9.150000	0	3340787	0	2126378
9.300000	0	3340775	0	2126538
9.450000	0	3340774	0	2126333
9.600000	0	3340715	0	2126421
9.750000	0	3340548	0	2126202
9.900000	0	3340698	0	2126589
10.050000	0	3340817	0	2126498
10.200000	0	3340793	0	2126320
10.350000	0	3340796	0	2126517
10.500000	0	3340765	0	2126768
10.650000	0	3340828	0	2126741
10.800000	0	3340814	0	2126585
10.950000	0	3340712	0	2126571
11.100000	0	3340761	0	2126592
11.250000	0	3340724	0	2126449
11.400000	0	3340719	0	2126527
11.550000	0	3340698	0	2126390
11.700000	0	3340767	0	2126655
11.850000	0	3340684	0	2126557
12.000000	0	3340662	0	2126728
12.150000	0	3340671	0	2126481
12.300000	0	3340774	0	2126590
12.450000	0	3340753	0	2126365
12.600000	0	3340762	0	2126765
12.750000	0	3340545	0	2126389
12.900000	0	3340729	0	2126490
13.050000	0	3340770	0	2126296
13.200000	0	3340728	0	2126600
13.350000	0	3340665	0	2126407
13.500000	0	3340626	0	2126578
13.650000	0	3340694	0	2126472
13.800000	0	3340743	0	2126389
13.950000	0	3340757	0	2126430
14.100000	0	3340768	0	2126355
14.250000	0	3340732	0	2126555
14.400000	0	3340714	0	2126536
14.550000	0	3340716	0	2126373
14.700000	0	3340838	0	2126389
14.850000	0	3340791	0	2126648
15.000000	0	3340706	0	2126444
15.150000	0	3340639	0	2126725
15.300000	0	3340833	0	2126438
15.450000	0	3340741	0	2126640
15.600000	0	3340669	0	2126373
15.750000	0	3340509	0	2126529
15.900000	0	3340600	0	2126173
16.050000	0	3340693	0	2126416
16.200000	0	3340764	0	2126434
16.350000	0	3340598	0	2126501
16.500000	0	3340530	0	2126480
16.650000	0	3340564	0	2126388
16.800000	0	3340663	0	2126294
16.950000	0	3340727	0	2126305
17.100000	0	3340721	0	2126379
17.250000	0	3340660	0	2126595
17.400000	0	3340656	0	2126398
17.550000	0	3340642	0	2126494
17.700000	0	3340684	0	2126457
17.850000	0	3340669	0	2126399
18.000000	0	3340776	0	2126670
18.150000	0	3340686	0	2126428
18.300000	0	3340709	0	2126284
18.450000	0	3340762	0	2126341
18.600000	0	3340657	0	2126447
