Seconds	CHNL0_Start	CHNL0_End	CHNL1_Start	CHNL1_End
0.150000	0	3321340	0	2113548
0.300000	0	3327462	0	2117139
0.450000	0	3327646	0	2116908
0.600000	0	3327561	0	2117203
0.750000	0	3327612	0	2117391
0.900000	0	3327633	0	2117361
1.050000	0	3327709	0	2117339
1.200000	0	3327652	0	2117272
1.350000	0	3327586	0	2117460
1.500000	0	3327660	0	2117297
1.650000	0	3327660	0	2117276
1.800000	0	3327496	0	2117578
1.950000	0	3327693	0	2117421
2.100000	0	3327677	0	2117494
2.250000	0	3327654	0	2117728
2.400000	0	3327471	0	2117356
2.550000	0	3327739	0	2117217
2.700000	0	3327681	0	2117401
2.850000	0	3327742	0	2117334
3.000000	0	3327762	0	2117547
3.150000	0	3327793	0	2117364
3.300000	0	3327717	0	2117249
3.450000	0	3327652	0	2117107
3.600000	0	3327719	0	2117533
3.750000	0	3327755	0	2117385
3.900000	0	3327680	0	2117169
4.050000	0	3327675	0	2117402
4.200000	0	3327836	0	2117450
4.350000	0	3327551	0	2117324
4.500000	0	3327732	0	2117448
4.650000	0	3327778	0	2117340
4.800000	0	3327690	0	2117185
4.950000	0	3327848	0	2117774
5.100000	0	3327749	0	2117664
5.250000	0	3327712	0	2117551
5.400000	0	3327663	0	2117478
5.550000	0	3327751	0	2117549
5.700000	0	3327618	0	2117307
5.850000	0	3327728	0	2117339
6.000000	0	3327755	0	2117266
6.150000	0	3327809	0	2117406
6.300000	0	3327626	0	2117579
6.450000	0	3327619	0	2117545
6.600000	0	3327694	0	2117305
6.750000	0	3327555	0	2117401
6.900000	0	3327720	0	2117290
7.050000	0	3327923	0	2117318
7.200000	0	3327743	0	2117450
7.350000	0	3327781	0	2117709
7.500000	0	3327747	0	2117428
7.650000	0	3327944	0	2117391
7.800000	0	3327860	0	2117165
7.950000	0	3327841	0	2117258
8.100000	0	3327677	0	2117515
8.250000	0	3327853	0	2117269
8.400000	0	3327767	0	2117315
8.550000	0	3327708	0	2117214
8.700000	0	3327810	0	2117560
8.850000	0	3327725	0	2117495
9.000000	0	3327553	0	2117164
9.150000	0	3327715	0	2117406
9.300000	0	3327673	0	2117621
9.450000	0	3327710	0	2117316
9.600000	0	3327731	0	2117355
9.750000	0	3327738	0	2117323
9.900000	0	3327839	0	2117712
10.050000	0	3327743	0	2117389
10.200000	0	3327816	0	2117380
10.350000	0	3327752	0	2117682
10.500000	0	3327711	0	2117443
10.650000	0	3327769	0	2117298
10.800000	0	3327673	0	2117284
10.950000	0	3327482	0	2117304
11.100000	0	3327895	0	2117501
11.250000	0	3327704	0	2117464
11.400000	0	3327739	0	2117385
11.550000	0	3327756	0	2117432
11.700000	0	3327680	0	2117442
11.850000	0	3327812	0	2117518
12.000000	0	3327739	0	2117433
12.150000	0	3327664	0	2117477
12.300000	0	3327619	0	2117599
12.450000	0	3327765	0	2117468
12.600000	0	3327876	0	2117374
12.750000	0	3327724	0	2117630
12.900000	0	3327780	0	2117343
13.050000	0	3327702	0	2117760
13.200000	0	3327780	0	2117310
13.350000	0	3327906	0	2117372
13.500000	0	3327681	0	2117367
13.650000	0	3327754	0	2117501
13.800000	0	3327686	0	2117351
13.950000	0	3327740	0	2117373
14.100000	0	3327806	0	2117328
14.250000	0	3327833	0	2117264
14.400000	0	3327675	0	2117596
14.550000	0	3327719	0	2117325
14.700000	0	3327607	0	2117322
14.850000	0	3327798	0	2117535
15.000000	0	3327717	0	2117472
15.150000	0	3327883	0	2117435
15.300000	0	3327706	0	2117391
15.450000	0	3327887	0	2117392
15.600000	0	3327746	0	2117383
15.750000	0	3327737	0	2117558
15.900000	0	3327728	0	2117454
16.050000	0	3327747	0	2117061
16.200000	0	3327797	0	2117548
16.350000	0	3327758	0	2117507
16.500000	0	3327816	0	2117454
16.650000	0	3327712	0	2117534
16.800000	0	3327797	0	2117711
16.950000	0	3327607	0	2117437
17.100000	0	3327786	0	2117248
17.250000	0	3327749	0	2117411
17.400000	0	3327639	0	2117563
17.550000	0	3327771	0	2117446
17.700000	0	3327742	0	2117616
17.850000	0	3327597	0	2117488
18.000000	0	3327772	0	2117482
18.150000	0	3327833	0	2117196
18.300000	0	3327617	0	2117764
18.450000	0	3327724	0	2117379
18.600000	0	3327723	0	2117381
18.750000	0	3327765	0	2117245
18.900000	0	3327837	0	2117649
19.050000	0	3327829	0	2117323
19.200000	0	3327729	0	2117261
19.350000	0	3327886	0	2117461
